voxel_col,x,y,z
3605,6,26,9
3606,7,26,9
3607,8,26,9
3608,9,26,9
3609,10,26,9
3610,19,26,9
3611,20,26,9
3612,29,26,9
3613,41,26,9
3614,42,26,9
3615,43,26,9
3616,44,26,9
3617,45,26,9
3618,46,26,9
3619,4,27,9
3620,5,27,9
3621,6,27,9
3622,7,27,9
3623,8,27,9
3624,9,27,9
3625,10,27,9
3626,11,27,9
3627,20,27,9
3628,21,27,9
3629,22,27,9
3630,31,27,9
3631,40,27,9
3632,41,27,9
3633,42,27,9
3634,43,27,9
3635,44,27,9
3636,45,27,9
3637,46,27,9
3638,4,28,9
3639,5,28,9
3640,6,28,9
3641,7,28,9
3642,8,28,9
3643,9,28,9
3644,10,28,9
3645,11,28,9
3646,20,28,9
3647,21,28,9
3648,22,28,9
3649,23,28,9
3650,24,28,9
3651,29,28,9
3652,30,28,9
3653,31,28,9
3654,32,28,9
3655,40,28,9
3656,41,28,9
3657,42,28,9
3658,43,28,9
3659,44,28,9
3660,45,28,9
3661,46,28,9
3662,4,29,9
3663,5,29,9
3664,6,29,9
3665,7,29,9
3666,8,29,9
3667,9,29,9
3668,10,29,9
3669,11,29,9
3670,12,29,9
3671,19,29,9
3672,20,29,9
3673,21,29,9
3674,22,29,9
3675,23,29,9
3676,24,29,9
3677,28,29,9
3678,29,29,9
3679,30,29,9
3680,31,29,9
3681,32,29,9
3682,40,29,9
3683,41,29,9
3684,42,29,9
3685,43,29,9
3686,44,29,9
3687,45,29,9
3688,46,29,9
3689,5,30,9
3690,6,30,9
3691,7,30,9
3692,8,30,9
3693,9,30,9
3694,10,30,9
3695,11,30,9
3696,12,30,9
3697,19,30,9
3698,20,30,9
3699,21,30,9
3700,22,30,9
3701,23,30,9
3702,24,30,9
3703,25,30,9
3704,28,30,9
3705,29,30,9
3706,30,30,9
3707,31,30,9
3708,32,30,9
3709,40,30,9
3710,41,30,9
3711,42,30,9
3712,43,30,9
3713,44,30,9
3714,45,30,9
3715,5,31,9
3716,6,31,9
3717,7,31,9
3718,8,31,9
3719,9,31,9
3720,10,31,9
3721,11,31,9
3722,12,31,9
3723,13,31,9
3724,14,31,9
3725,19,31,9
3726,20,31,9
3727,21,31,9
3728,22,31,9
3729,23,31,9
3730,24,31,9
3731,25,31,9
3732,27,31,9
3733,28,31,9
3734,29,31,9
3735,30,31,9
3736,31,31,9
3737,40,31,9
3738,41,31,9
3739,42,31,9
3740,43,31,9
3741,44,31,9
3742,45,31,9
3743,5,32,9
3744,6,32,9
3745,7,32,9
3746,8,32,9
3747,9,32,9
3748,10,32,9
3749,11,32,9
3750,12,32,9
3751,13,32,9
3752,20,32,9
3753,21,32,9
3754,22,32,9
3755,23,32,9
3756,24,32,9
3757,25,32,9
3758,27,32,9
3759,28,32,9
3760,29,32,9
3761,30,32,9
3762,31,32,9
3763,41,32,9
3764,42,32,9
3765,43,32,9
3766,44,32,9
3767,45,32,9
3768,5,33,9
3769,6,33,9
3770,7,33,9
3771,8,33,9
3772,9,33,9
3773,10,33,9
3774,11,33,9
3775,12,33,9
3776,13,33,9
3777,17,33,9
3778,20,33,9
3779,21,33,9
3780,22,33,9
3781,23,33,9
3782,24,33,9
3783,27,33,9
3784,28,33,9
3785,29,33,9
3786,30,33,9
3787,31,33,9
3788,41,33,9
3789,42,33,9
3790,43,33,9
3791,44,33,9
3792,45,33,9
3793,5,34,9
3794,6,34,9
3795,7,34,9
3796,8,34,9
3797,9,34,9
3798,10,34,9
3799,11,34,9
3800,12,34,9
3801,13,34,9
3802,16,34,9
3803,17,34,9
3804,18,34,9
3805,21,34,9
3806,22,34,9
3807,28,34,9
3808,29,34,9
3809,32,34,9
3810,34,34,9
3811,35,34,9
3812,36,34,9
3813,42,34,9
3814,43,34,9
3815,44,34,9
3816,45,34,9
3817,6,35,9
3818,7,35,9
3819,8,35,9
3820,9,35,9
3821,10,35,9
3822,11,35,9
3823,12,35,9
3824,13,35,9
3825,16,35,9
3826,17,35,9
3827,18,35,9
3828,19,35,9
3829,33,35,9
3830,34,35,9
3831,35,35,9
3832,36,35,9
3833,42,35,9
3834,43,35,9
3835,44,35,9
3836,45,35,9
3837,6,36,9
3838,7,36,9
3839,8,36,9
3840,9,36,9
3841,10,36,9
3842,11,36,9
3843,12,36,9
3844,13,36,9
3845,14,36,9
3846,16,36,9
3847,17,36,9
3848,18,36,9
3849,19,36,9
3850,20,36,9
3851,32,36,9
3852,33,36,9
3853,34,36,9
3854,35,36,9
3855,36,36,9
3856,43,36,9
3857,44,36,9
3858,45,36,9
3859,6,37,9
3860,7,37,9
3861,8,37,9
3862,9,37,9
3863,10,37,9
3864,11,37,9
3865,12,37,9
3866,13,37,9
3867,14,37,9
3868,16,37,9
3869,17,37,9
3870,18,37,9
3871,19,37,9
3872,20,37,9
3873,23,37,9
3874,31,37,9
3875,32,37,9
3876,33,37,9
3877,34,37,9
3878,35,37,9
3879,43,37,9
3880,44,37,9
3881,45,37,9
3882,7,38,9
3883,8,38,9
3884,9,38,9
3885,10,38,9
3886,11,38,9
3887,12,38,9
3888,13,38,9
3889,14,38,9
3890,17,38,9
3891,18,38,9
3892,19,38,9
3893,20,38,9
3894,22,38,9
3895,23,38,9
3896,32,38,9
3897,33,38,9
3898,34,38,9
3899,35,38,9
3900,42,38,9
3901,43,38,9
3902,44,38,9
3903,7,39,9
3904,8,39,9
3905,9,39,9
3906,10,39,9
3907,11,39,9
3908,12,39,9
3909,13,39,9
3910,14,39,9
3911,17,39,9
3912,18,39,9
3913,19,39,9
3914,20,39,9
3915,21,39,9
3916,22,39,9
3917,32,39,9
3918,33,39,9
3919,34,39,9
3920,35,39,9
3921,42,39,9
3922,43,39,9
3923,44,39,9
3924,8,40,9
3925,9,40,9
3926,10,40,9
3927,11,40,9
3928,12,40,9
3929,13,40,9
3930,14,40,9
3931,15,40,9
3932,17,40,9
3933,18,40,9
3934,19,40,9
3935,21,40,9
3936,23,40,9
3937,24,40,9
3938,29,40,9
3939,33,40,9
3940,34,40,9
3941,42,40,9
3942,43,40,9
3943,44,40,9
3944,9,41,9
3945,10,41,9
3946,11,41,9
3947,12,41,9
3948,13,41,9
3949,14,41,9
3950,18,41,9
3951,20,41,9
3952,21,41,9
3953,23,41,9
3954,24,41,9
3955,28,41,9
3956,29,41,9
3957,30,41,9
3958,33,41,9
3959,34,41,9
3960,42,41,9
3961,43,41,9
3962,44,41,9
3963,10,42,9
3964,12,42,9
3965,13,42,9
3966,14,42,9
3967,15,42,9
3968,16,42,9
3969,19,42,9
3970,20,42,9
3971,22,42,9
3972,23,42,9
3973,28,42,9
3974,29,42,9
3975,30,42,9
3976,31,42,9
3977,32,42,9
3978,33,42,9
3979,34,42,9
3980,41,42,9
3981,42,42,9
3982,43,42,9
3983,44,42,9
3984,8,43,9
3985,9,43,9
3986,10,43,9
3987,11,43,9
3988,13,43,9
3989,14,43,9
3990,15,43,9
3991,16,43,9
3992,19,43,9
3993,21,43,9
3994,22,43,9
3995,29,43,9
3996,30,43,9
3997,31,43,9
3998,41,43,9
3999,42,43,9
4000,43,43,9
4001,44,43,9
4002,8,44,9
4003,9,44,9
4004,10,44,9
4005,11,44,9
4006,12,44,9
4007,13,44,9
4008,14,44,9
4009,15,44,9
4010,16,44,9
4011,32,44,9
4012,41,44,9
4013,42,44,9
4014,43,44,9
4015,8,45,9
4016,9,45,9
4017,10,45,9
4018,11,45,9
4019,12,45,9
4020,13,45,9
4021,14,45,9
4022,15,45,9
4023,16,45,9
4024,40,45,9
4025,41,45,9
4026,42,45,9
4027,43,45,9
4028,8,46,9
4029,9,46,9
4030,10,46,9
4031,11,46,9
4032,12,46,9
4033,13,46,9
4034,14,46,9
4035,15,46,9
4036,16,46,9
4037,39,46,9
4038,40,46,9
4039,41,46,9
4040,42,46,9
4041,43,46,9
4042,8,47,9
4043,9,47,9
4044,10,47,9
4045,11,47,9
4046,12,47,9
4047,13,47,9
4048,14,47,9
4049,15,47,9
4050,25,47,9
4051,27,47,9
4052,28,47,9
4053,38,47,9
4054,39,47,9
4055,40,47,9
4056,41,47,9
4057,42,47,9
4058,9,48,9
4059,10,48,9
4060,11,48,9
4061,12,48,9
4062,13,48,9
4063,14,48,9
4064,15,48,9
4065,24,48,9
4066,25,48,9
4067,26,48,9
4068,27,48,9
4069,28,48,9
4070,29,48,9
4071,39,48,9
4072,40,48,9
4073,41,48,9
4074,9,49,9
4075,10,49,9
4076,11,49,9
4077,12,49,9
4078,13,49,9
4079,14,49,9
4080,15,49,9
4081,24,49,9
4082,25,49,9
4083,26,49,9
4084,27,49,9
4085,28,49,9
4086,29,49,9
4087,30,49,9
4088,39,49,9
4089,40,49,9
4090,41,49,9
4091,9,50,9
4092,10,50,9
4093,11,50,9
4094,12,50,9
4095,13,50,9
4096,14,50,9
4097,15,50,9
4098,23,50,9
4099,24,50,9
4100,25,50,9
4101,26,50,9
4102,27,50,9
4103,28,50,9
4104,29,50,9
4105,30,50,9
4106,31,50,9
4107,39,50,9
4108,40,50,9
4109,41,50,9
4110,10,51,9
4111,11,51,9
4112,12,51,9
4113,13,51,9
4114,14,51,9
4115,15,51,9
4116,16,51,9
4117,22,51,9
4118,23,51,9
4119,24,51,9
4120,25,51,9
4121,26,51,9
4122,27,51,9
4123,28,51,9
4124,29,51,9
4125,30,51,9
4126,31,51,9
4127,38,51,9
4128,39,51,9
4129,40,51,9
4130,10,52,9
4131,11,52,9
4132,12,52,9
4133,13,52,9
4134,14,52,9
4135,15,52,9
4136,16,52,9
4137,17,52,9
4138,22,52,9
4139,23,52,9
4140,24,52,9
4141,25,52,9
4142,26,52,9
4143,27,52,9
4144,28,52,9
4145,29,52,9
4146,30,52,9
4147,31,52,9
4148,38,52,9
4149,39,52,9
4150,11,53,9
4151,12,53,9
4152,13,53,9
4153,14,53,9
4154,15,53,9
4155,16,53,9
4156,17,53,9
4157,18,53,9
4158,19,53,9
4159,21,53,9
4160,22,53,9
4161,23,53,9
4162,24,53,9
4163,25,53,9
4164,26,53,9
4165,27,53,9
4166,28,53,9
4167,29,53,9
4168,30,53,9
4169,31,53,9
4170,32,53,9
4171,34,53,9
4172,35,53,9
4173,36,53,9
4174,37,53,9
4175,38,53,9
4176,39,53,9
4177,12,54,9
4178,13,54,9
4179,14,54,9
4180,15,54,9
4181,16,54,9
4182,17,54,9
4183,18,54,9
4184,19,54,9
4185,20,54,9
4186,21,54,9
4187,22,54,9
4188,23,54,9
4189,24,54,9
4190,25,54,9
4191,26,54,9
4192,27,54,9
4193,28,54,9
4194,29,54,9
4195,30,54,9
4196,31,54,9
4197,32,54,9
4198,33,54,9
4199,34,54,9
4200,35,54,9
4201,36,54,9
4202,37,54,9
4203,38,54,9
4204,14,55,9
4205,15,55,9
4206,16,55,9
4207,17,55,9
4208,18,55,9
4209,19,55,9
4210,20,55,9
4211,21,55,9
4212,22,55,9
4213,23,55,9
4214,24,55,9
4215,25,55,9
4216,27,55,9
4217,28,55,9
4218,29,55,9
4219,30,55,9
4220,31,55,9
4221,32,55,9
4222,33,55,9
4223,34,55,9
4224,35,55,9
4225,36,55,9
4226,15,56,9
4227,16,56,9
4228,17,56,9
4229,18,56,9
4230,19,56,9
4231,20,56,9
4232,21,56,9
4233,22,56,9
4234,23,56,9
4235,25,56,9
4236,27,56,9
4237,28,56,9
4238,29,56,9
4239,30,56,9
4240,31,56,9
4241,32,56,9
4242,33,56,9
4243,34,56,9
4244,35,56,9
4245,17,57,9
4246,18,57,9
4247,19,57,9
4248,20,57,9
4249,32,57,9
4250,33,57,9
4251,34,57,9
4252,21,4,10
4253,22,4,10
4254,31,4,10
4255,32,4,10
4256,21,5,10
4257,22,5,10
4258,23,5,10
4259,30,5,10
4260,31,5,10
4261,32,5,10
4262,33,5,10
4263,34,5,10
4264,35,5,10
4265,16,6,10
4266,20,6,10
4267,21,6,10
4268,22,6,10
4269,23,6,10
4270,24,6,10
4271,25,6,10
4272,26,6,10
4273,27,6,10
4274,29,6,10
4275,30,6,10
4276,31,6,10
4277,32,6,10
4278,33,6,10
4279,34,6,10
4280,35,6,10
4281,36,6,10
4282,15,7,10
4283,16,7,10
4284,17,7,10
4285,18,7,10
4286,19,7,10
4287,20,7,10
4288,21,7,10
4289,22,7,10
4290,23,7,10
4291,24,7,10
4292,25,7,10
4293,27,7,10
4294,28,7,10
4295,29,7,10
4296,30,7,10
4297,31,7,10
4298,32,7,10
4299,33,7,10
4300,34,7,10
4301,35,7,10
4302,36,7,10
4303,37,7,10
4304,38,7,10
4305,13,8,10
4306,14,8,10
4307,15,8,10
4308,16,8,10
4309,17,8,10
4310,18,8,10
4311,19,8,10
4312,20,8,10
4313,21,8,10
4314,22,8,10
4315,23,8,10
4316,24,8,10
4317,25,8,10
4318,28,8,10
4319,29,8,10
4320,30,8,10
4321,31,8,10
4322,32,8,10
4323,33,8,10
4324,34,8,10
4325,35,8,10
4326,36,8,10
4327,37,8,10
4328,38,8,10
4329,13,9,10
4330,14,9,10
4331,15,9,10
4332,16,9,10
4333,17,9,10
4334,18,9,10
4335,19,9,10
4336,20,9,10
4337,21,9,10
4338,22,9,10
4339,23,9,10
4340,24,9,10
4341,25,9,10
4342,26,9,10
4343,27,9,10
4344,28,9,10
4345,29,9,10
4346,30,9,10
4347,31,9,10
4348,32,9,10
4349,34,9,10
4350,35,9,10
4351,36,9,10
4352,37,9,10
4353,38,9,10
4354,39,9,10
4355,40,9,10
4356,12,10,10
4357,13,10,10
4358,14,10,10
4359,15,10,10
4360,16,10,10
4361,17,10,10
4362,21,10,10
4363,22,10,10
4364,23,10,10
4365,24,10,10
4366,25,10,10
4367,26,10,10
4368,27,10,10
4369,28,10,10
4370,29,10,10
4371,30,10,10
4372,31,10,10
4373,32,10,10
4374,36,10,10
4375,37,10,10
4376,38,10,10
4377,39,10,10
4378,40,10,10
4379,11,11,10
4380,12,11,10
4381,13,11,10
4382,14,11,10
4383,15,11,10
4384,16,11,10
4385,21,11,10
4386,22,11,10
4387,23,11,10
4388,24,11,10
4389,25,11,10
4390,26,11,10
4391,27,11,10
4392,28,11,10
4393,29,11,10
4394,30,11,10
4395,31,11,10
4396,32,11,10
4397,36,11,10
4398,37,11,10
4399,38,11,10
4400,39,11,10
4401,40,11,10
4402,41,11,10
4403,10,12,10
4404,11,12,10
4405,12,12,10
4406,13,12,10
4407,14,12,10
4408,15,12,10
4409,20,12,10
4410,21,12,10
4411,22,12,10
4412,23,12,10
4413,24,12,10
4414,26,12,10
4415,27,12,10
4416,28,12,10
4417,29,12,10
4418,30,12,10
4419,31,12,10
4420,32,12,10
4421,38,12,10
4422,39,12,10
4423,40,12,10
4424,41,12,10
4425,42,12,10
4426,10,13,10
4427,11,13,10
4428,12,13,10
4429,13,13,10
4430,19,13,10
4431,20,13,10
4432,21,13,10
4433,22,13,10
4434,23,13,10
4435,26,13,10
4436,27,13,10
4437,28,13,10
4438,29,13,10
4439,30,13,10
4440,31,13,10
4441,32,13,10
4442,33,13,10
4443,39,13,10
4444,40,13,10
4445,41,13,10
4446,42,13,10
4447,9,14,10
4448,10,14,10
4449,11,14,10
4450,12,14,10
4451,13,14,10
4452,18,14,10
4453,19,14,10
4454,20,14,10
4455,21,14,10
4456,22,14,10
4457,23,14,10
4458,25,14,10
4459,26,14,10
4460,27,14,10
4461,28,14,10
4462,29,14,10
4463,30,14,10
4464,31,14,10
4465,32,14,10
4466,33,14,10
4467,34,14,10
4468,39,14,10
4469,40,14,10
4470,41,14,10
4471,42,14,10
4472,43,14,10
4473,9,15,10
4474,10,15,10
4475,11,15,10
4476,12,15,10
4477,13,15,10
4478,18,15,10
4479,19,15,10
4480,20,15,10
4481,21,15,10
4482,22,15,10
4483,23,15,10
4484,24,15,10
4485,25,15,10
4486,27,15,10
4487,28,15,10
4488,29,15,10
4489,30,15,10
4490,31,15,10
4491,32,15,10
4492,33,15,10
4493,34,15,10
4494,39,15,10
4495,40,15,10
4496,41,15,10
4497,42,15,10
4498,43,15,10
4499,9,16,10
4500,10,16,10
4501,11,16,10
4502,12,16,10
4503,18,16,10
4504,19,16,10
4505,20,16,10
4506,21,16,10
4507,22,16,10
4508,23,16,10
4509,27,16,10
4510,28,16,10
4511,29,16,10
4512,30,16,10
4513,31,16,10
4514,32,16,10
4515,33,16,10
4516,34,16,10
4517,39,16,10
4518,40,16,10
4519,41,16,10
4520,42,16,10
4521,43,16,10
4522,44,16,10
4523,7,17,10
4524,8,17,10
4525,9,17,10
4526,10,17,10
4527,11,17,10
4528,12,17,10
4529,18,17,10
4530,19,17,10
4531,20,17,10
4532,21,17,10
4533,22,17,10
4534,23,17,10
4535,24,17,10
4536,25,17,10
4537,27,17,10
4538,28,17,10
4539,29,17,10
4540,30,17,10
4541,31,17,10
4542,32,17,10
4543,33,17,10
4544,34,17,10
4545,39,17,10
4546,40,17,10
4547,41,17,10
4548,42,17,10
4549,43,17,10
4550,44,17,10
4551,7,18,10
4552,8,18,10
4553,9,18,10
4554,10,18,10
4555,11,18,10
4556,12,18,10
4557,18,18,10
4558,19,18,10
4559,20,18,10
4560,21,18,10
4561,22,18,10
4562,23,18,10
4563,28,18,10
4564,29,18,10
4565,30,18,10
4566,31,18,10
4567,32,18,10
4568,33,18,10
4569,34,18,10
4570,40,18,10
4571,41,18,10
4572,42,18,10
4573,43,18,10
4574,44,18,10
4575,45,18,10
4576,6,19,10
4577,7,19,10
4578,8,19,10
4579,9,19,10
4580,10,19,10
4581,11,19,10
4582,12,19,10
4583,18,19,10
4584,19,19,10
4585,20,19,10
4586,21,19,10
4587,22,19,10
4588,23,19,10
4589,27,19,10
4590,28,19,10
4591,29,19,10
4592,30,19,10
4593,31,19,10
4594,32,19,10
4595,33,19,10
4596,34,19,10
4597,41,19,10
4598,42,19,10
4599,43,19,10
4600,44,19,10
4601,45,19,10
4602,6,20,10
4603,7,20,10
4604,8,20,10
4605,9,20,10
4606,10,20,10
4607,11,20,10
4608,12,20,10
4609,18,20,10
4610,19,20,10
4611,20,20,10
4612,21,20,10
4613,22,20,10
4614,23,20,10
4615,27,20,10
4616,28,20,10
4617,29,20,10
4618,30,20,10
4619,31,20,10
4620,32,20,10
4621,33,20,10
4622,42,20,10
4623,43,20,10
4624,44,20,10
4625,45,20,10
4626,5,21,10
4627,6,21,10
4628,7,21,10
4629,8,21,10
4630,9,21,10
4631,10,21,10
4632,11,21,10
4633,21,21,10
4634,22,21,10
4635,28,21,10
4636,29,21,10
4637,30,21,10
4638,31,21,10
4639,32,21,10
4640,42,21,10
4641,43,21,10
4642,44,21,10
4643,45,21,10
4644,5,22,10
4645,6,22,10
4646,7,22,10
4647,8,22,10
4648,9,22,10
4649,10,22,10
4650,11,22,10
4651,21,22,10
4652,22,22,10
4653,28,22,10
4654,29,22,10
4655,30,22,10
4656,31,22,10
4657,42,22,10
4658,43,22,10
4659,44,22,10
4660,45,22,10
4661,5,23,10
4662,6,23,10
4663,7,23,10
4664,8,23,10
4665,9,23,10
4666,10,23,10
4667,21,23,10
4668,22,23,10
4669,23,23,10
4670,28,23,10
4671,29,23,10
4672,42,23,10
4673,43,23,10
4674,44,23,10
4675,45,23,10
4676,46,23,10
4677,5,24,10
4678,6,24,10
4679,7,24,10
4680,8,24,10
4681,9,24,10
4682,10,24,10
4683,11,24,10
4684,22,24,10
4685,23,24,10
4686,29,24,10
4687,40,24,10
4688,41,24,10
4689,42,24,10
4690,43,24,10
4691,44,24,10
4692,45,24,10
4693,46,24,10
4694,4,25,10
4695,5,25,10
4696,6,25,10
4697,7,25,10
4698,8,25,10
4699,9,25,10
4700,10,25,10
4701,11,25,10
4702,12,25,10
4703,40,25,10
4704,41,25,10
4705,42,25,10
4706,43,25,10
4707,44,25,10
4708,45,25,10
4709,46,25,10
4710,4,26,10
4711,5,26,10
4712,6,26,10
4713,7,26,10
4714,8,26,10
4715,9,26,10
4716,10,26,10
4717,11,26,10
4718,12,26,10
4719,39,26,10
4720,40,26,10
4721,41,26,10
4722,42,26,10
4723,43,26,10
4724,44,26,10
4725,45,26,10
4726,46,26,10
4727,4,27,10
4728,5,27,10
4729,6,27,10
4730,7,27,10
4731,8,27,10
4732,9,27,10
4733,10,27,10
4734,11,27,10
4735,12,27,10
4736,13,27,10
4737,20,27,10
4738,21,27,10
4739,22,27,10
4740,29,27,10
4741,30,27,10
4742,31,27,10
4743,32,27,10
4744,39,27,10
4745,40,27,10
4746,41,27,10
4747,42,27,10
4748,43,27,10
4749,44,27,10
4750,45,27,10
4751,4,28,10
4752,5,28,10
4753,6,28,10
4754,7,28,10
4755,8,28,10
4756,9,28,10
4757,10,28,10
4758,11,28,10
4759,12,28,10
4760,13,28,10
4761,14,28,10
4762,15,28,10
4763,19,28,10
4764,20,28,10
4765,21,28,10
4766,22,28,10
4767,23,28,10
4768,24,28,10
4769,28,28,10
4770,29,28,10
4771,30,28,10
4772,31,28,10
4773,32,28,10
4774,40,28,10
4775,41,28,10
4776,42,28,10
4777,43,28,10
4778,44,28,10
4779,45,28,10
4780,5,29,10
4781,6,29,10
4782,7,29,10
4783,8,29,10
4784,9,29,10
4785,10,29,10
4786,11,29,10
4787,12,29,10
4788,13,29,10
4789,14,29,10
4790,15,29,10
4791,19,29,10
4792,20,29,10
4793,21,29,10
4794,22,29,10
4795,23,29,10
4796,24,29,10
4797,27,29,10
4798,28,29,10
4799,29,29,10
4800,30,29,10
4801,31,29,10
4802,32,29,10
4803,39,29,10
4804,40,29,10
4805,41,29,10
4806,42,29,10
4807,43,29,10
4808,44,29,10
4809,45,29,10
4810,5,30,10
4811,6,30,10
4812,7,30,10
4813,8,30,10
4814,9,30,10
4815,10,30,10
4816,11,30,10
4817,12,30,10
4818,13,30,10
4819,14,30,10
4820,19,30,10
4821,20,30,10
4822,21,30,10
4823,22,30,10
4824,23,30,10
4825,27,30,10
4826,28,30,10
4827,29,30,10
4828,30,30,10
4829,31,30,10
4830,32,30,10
4831,39,30,10
4832,40,30,10
4833,41,30,10
4834,42,30,10
4835,43,30,10
4836,44,30,10
4837,45,30,10
4838,5,31,10
4839,6,31,10
4840,7,31,10
4841,8,31,10
4842,9,31,10
4843,10,31,10
4844,11,31,10
4845,12,31,10
4846,13,31,10
4847,14,31,10
4848,16,31,10
4849,19,31,10
4850,20,31,10
4851,21,31,10
4852,22,31,10
4853,23,31,10
4854,24,31,10
4855,26,31,10
4856,27,31,10
4857,28,31,10
4858,29,31,10
4859,30,31,10
4860,31,31,10
4861,40,31,10
4862,41,31,10
4863,42,31,10
4864,43,31,10
4865,44,31,10
4866,45,31,10
4867,5,32,10
4868,6,32,10
4869,7,32,10
4870,8,32,10
4871,9,32,10
4872,10,32,10
4873,11,32,10
4874,12,32,10
4875,13,32,10
4876,14,32,10
4877,16,32,10
4878,20,32,10
4879,21,32,10
4880,22,32,10
4881,23,32,10
4882,24,32,10
4883,26,32,10
4884,27,32,10
4885,28,32,10
4886,29,32,10
4887,30,32,10
4888,31,32,10
4889,40,32,10
4890,41,32,10
4891,42,32,10
4892,43,32,10
4893,44,32,10
4894,45,32,10
4895,5,33,10
4896,6,33,10
4897,7,33,10
4898,8,33,10
4899,9,33,10
4900,10,33,10
4901,11,33,10
4902,12,33,10
4903,13,33,10
4904,14,33,10
4905,17,33,10
4906,21,33,10
4907,22,33,10
4908,23,33,10
4909,24,33,10
4910,26,33,10
4911,27,33,10
4912,28,33,10
4913,29,33,10
4914,30,33,10
4915,42,33,10
4916,43,33,10
4917,44,33,10
4918,45,33,10
4919,6,34,10
4920,7,34,10
4921,8,34,10
4922,9,34,10
4923,10,34,10
4924,11,34,10
4925,12,34,10
4926,13,34,10
4927,14,34,10
4928,17,34,10
4929,34,34,10
4930,35,34,10
4931,42,34,10
4932,43,34,10
4933,44,34,10
4934,45,34,10
4935,6,35,10
4936,7,35,10
4937,8,35,10
4938,9,35,10
4939,10,35,10
4940,11,35,10
4941,12,35,10
4942,13,35,10
4943,14,35,10
4944,17,35,10
4945,18,35,10
4946,33,35,10
4947,34,35,10
4948,35,35,10
4949,37,35,10
4950,42,35,10
4951,43,35,10
4952,44,35,10
4953,45,35,10
4954,6,36,10
4955,7,36,10
4956,8,36,10
4957,9,36,10
4958,10,36,10
4959,11,36,10
4960,12,36,10
4961,13,36,10
4962,14,36,10
4963,17,36,10
4964,18,36,10
4965,33,36,10
4966,34,36,10
4967,35,36,10
4968,41,36,10
4969,42,36,10
4970,43,36,10
4971,44,36,10
4972,45,36,10
4973,6,37,10
4974,7,37,10
4975,8,37,10
4976,9,37,10
4977,10,37,10
4978,11,37,10
4979,12,37,10
4980,13,37,10
4981,14,37,10
4982,15,37,10
4983,17,37,10
4984,18,37,10
4985,21,37,10
4986,33,37,10
4987,34,37,10
4988,42,37,10
4989,43,37,10
4990,44,37,10
4991,45,37,10
4992,6,38,10
4993,7,38,10
4994,8,38,10
4995,9,38,10
4996,10,38,10
4997,11,38,10
4998,12,38,10
4999,13,38,10
5000,14,38,10
5001,15,38,10
5002,17,38,10
5003,18,38,10
5004,19,38,10
5005,21,38,10
5006,29,38,10
5007,33,38,10
5008,34,38,10
5009,42,38,10
5010,43,38,10
5011,44,38,10
5012,45,38,10
5013,6,39,10
5014,7,39,10
5015,8,39,10
5016,9,39,10
5017,10,39,10
5018,11,39,10
5019,12,39,10
5020,13,39,10
5021,14,39,10
5022,15,39,10
5023,17,39,10
5024,18,39,10
5025,20,39,10
5026,21,39,10
5027,23,39,10
5028,29,39,10
5029,30,39,10
5030,33,39,10
5031,34,39,10
5032,42,39,10
5033,43,39,10
5034,44,39,10
5035,6,40,10
5036,7,40,10
5037,8,40,10
5038,9,40,10
5039,10,40,10
5040,11,40,10
5041,12,40,10
5042,13,40,10
5043,14,40,10
5044,15,40,10
5045,17,40,10
5046,18,40,10
5047,19,40,10
5048,20,40,10
5049,21,40,10
5050,22,40,10
5051,23,40,10
5052,29,40,10
5053,30,40,10
5054,31,40,10
5055,33,40,10
5056,34,40,10
5057,40,40,10
5058,41,40,10
5059,42,40,10
5060,43,40,10
5061,44,40,10
5062,6,41,10
5063,7,41,10
5064,8,41,10
5065,9,41,10
5066,10,41,10
5067,11,41,10
5068,12,41,10
5069,13,41,10
5070,14,41,10
5071,15,41,10
5072,16,41,10
5073,19,41,10
5074,20,41,10
5075,22,41,10
5076,28,41,10
5077,29,41,10
5078,30,41,10
5079,31,41,10
5080,40,41,10
5081,41,41,10
5082,42,41,10
5083,43,41,10
5084,44,41,10
5085,7,42,10
5086,8,42,10
5087,9,42,10
5088,10,42,10
5089,11,42,10
5090,12,42,10
5091,13,42,10
5092,14,42,10
5093,15,42,10
5094,16,42,10
5095,19,42,10
5096,21,42,10
5097,22,42,10
5098,28,42,10
5099,29,42,10
5100,30,42,10
5101,31,42,10
5102,32,42,10
5103,39,42,10
5104,40,42,10
5105,41,42,10
5106,42,42,10
5107,43,42,10
5108,44,42,10
5109,7,43,10
5110,8,43,10
5111,9,43,10
5112,10,43,10
5113,11,43,10
5114,12,43,10
5115,13,43,10
5116,14,43,10
5117,15,43,10
5118,16,43,10
5119,20,43,10
5120,30,43,10
5121,31,43,10
5122,32,43,10
5123,39,43,10
5124,40,43,10
5125,41,43,10
5126,42,43,10
5127,43,43,10
5128,44,43,10
5129,7,44,10
5130,8,44,10
5131,9,44,10
5132,10,44,10
5133,11,44,10
5134,12,44,10
5135,13,44,10
5136,14,44,10
5137,15,44,10
5138,16,44,10
5139,40,44,10
5140,41,44,10
5141,42,44,10
5142,43,44,10
5143,8,45,10
5144,9,45,10
5145,10,45,10
5146,11,45,10
5147,12,45,10
5148,13,45,10
5149,14,45,10
5150,15,45,10
5151,16,45,10
5152,39,45,10
5153,40,45,10
5154,41,45,10
5155,42,45,10
5156,43,45,10
5157,8,46,10
5158,9,46,10
